canonical_key,brand,model,size,n_listings,marketplaces,min_price,max_price,mean_price,median_price,p10,p90,media_correta,evidence_files
goodyear|205/40R17|kelly edge,goodyear,kelly edge,205/40R17,6,magazineluiza,540.02,540.02,540.02,540.02,540.02,540.02,540.02,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-40-r17/pneu-20540r17-goodyear-kelly_20250808_085733.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-40-r17/pneu-20540r17-goodyear-kelly_20250811_173610.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-40-r17/pneu-20540r17-goodyear-kelly_20250814_133826.csv"
goodyear||kelly edge,goodyear,kelly edge,,3,mercadolivre,470.0,529.08,509.3866666666667,529.08,481.81600000000003,529.08,529.08,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r15/pneu-175-65-r15-goodyear-kelly-edge_20250811_125820.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-kelly-edge_20250811_131333.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-kelly-edge_20250814_142112.csv"
goodyear|175/70R14|kelly edge suv,goodyear,kelly edge suv,175/70R14,49,mercadolivre,420.95,681.8,572.6253061224489,591.84,490.54,636.956,573.5395000000001,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-kelly-edge-suv_20250811_132654.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-kelly-edge-suv_20250814_143405.csv"
goodyear||kelly edge suv,goodyear,kelly edge suv,,3,mercadolivre,605.57,700.98,637.3733333333334,605.57,605.57,681.898,605.57,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-kelly-edge-suv_20250811_132654.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-kelly-edge-suv_20250814_143405.csv"
goodyear|165/70R13|maxlife,goodyear,maxlife,165/70R13,3,mercadolivre,442.62,471.69,452.50666666666666,443.21,442.738,465.99399999999997,443.21,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r13/pneu-165-70-r13-goodyear-assurance_20250808_111611.csv
goodyear|175/65R14|maxlife,goodyear,maxlife,175/65R14,1,mercadolivre,525.09,525.09,525.09,525.09,525.09,525.09,525.09,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-assurance_20250808_113149.csv
goodyear|175/70R13|maxlife,goodyear,maxlife,175/70R13,47,"magazineluiza,mercadolivre",369.9,55446.0,7124.863829787234,523.31,491.39,49139.0,2965.1019999999994,"user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250721_153126.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250723_084127.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250724_095414.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250725_084053.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear_20250731_142814.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear_20250806_233324.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r13-goodyear-assurance_20250729_083740.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r13-goodyear-goodyear-assurance_20250730_093615.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-assurance_20250808_114317.csv,user/Desktop/Precificação_AI/data/processed/marketplaces.db,user/Desktop/Precificação_AI/data/processed/mercadolivre/pricing_20250722_142324.json"
goodyear|175/70R14|maxlife,goodyear,maxlife,175/70R14,15,mercadolivre,481.94,719.14,618.7513333333334,643.46,574.76,683.384,617.8590909090909,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r14-goodyear-goodyear-assurance_20250801_095627.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-assurance_20250808_115156.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-goodyear-assurance_20250805_124827.json"
goodyear|185/70R14|maxlife,goodyear,maxlife,185/70R14,4,mercadolivre,646.13,722.67,682.605,680.81,654.389,712.257,680.81,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-70-r14/pneu-185-70-r14-goodyear-assurance_20250808_123227.csv
goodyear||wrangler,goodyear,wrangler,,26,"magazineluiza,mercadolivre",623.15,1300.0,1023.5261538461539,1035.0,833.4,1215.0,1050.5322727272726,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r16/pneu-20560r16-goodyear-wrangler_20250808_095413.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r16/pneu-205-60-r16-goodyear-wrangler_20250808_140123.csv"
goodyear|205/60R16|wrangler,goodyear,wrangler,205/60R16,97,"magazineluiza,mercadolivre,pneustore",659.9,1084.74,886.0295876288661,888.41,774.428,1062.0,886.7587179487178,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r16/pneu-20560r16-goodyear-wrangler_20250808_095413.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r16/pneu-20560r16-goodyear-wrangler_20250811_184556.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r16/pneu-20560r16-goodyear-wrangler_20250814_141134.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r16/pneu-205-60-r16-goodyear-wrangler_20250808_140123.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r16/pneu-205-60-r16-goodyear-wrangler_20250811_162149.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-60-r16/pneu-20560r16-goodyear-wrangler_20250811_185110.csv"
goodyear|205/65R15|wrangler,goodyear,wrangler,205/65R15,17,mercadolivre,729.75,933.96,862.5976470588236,878.42,753.386,930.93,875.9928571428571,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-65-r15/pneu-205-65-r15-goodyear-direction_20250808_141044.csv
goodyear|205/70R15|wrangler,goodyear,wrangler,205/70R15,80,"magazineluiza,mercadolivre,pneustore",687.04,1050.0,899.5618750000001,891.02,744.04,1048.0,905.235,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-70-r15/pneu-20570r15-goodyear-wrangler_20250811_191632.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-70-r15/pneu-20570r15-goodyear-wrangler_20250814_143029.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-70-r15/pneu-205-70-r15-goodyear-wrangler_20250808_141723.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-70-r15/pneu-205-70-r15-goodyear-wrangler_20250811_165013.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-70-r15/pneu-20570r15-goodyear-cargo-marathon_20250811_193038.csv"
goodyear||wrangler,goodyear,wrangler,,28,mercadolivre,623.15,1329.0,1071.7739285714285,1078.0,897.379,1217.1,1080.013181818182,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r16/pneu-205-60-r16-goodyear-wrangler_20250811_162149.csv
goodyear|185/70R14,goodyear,,185/70R14,4,magazineluiza,441.19,480.27,460.73,460.73,441.19,480.27,460.73,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-70-r14/pneu-18570r14-goodyear-kelly_20250811_144617.csv
goodyear|195/50R16,goodyear,,195/50R16,2,magazineluiza,510.61,510.61,510.61,510.61,510.61,510.61,510.61,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-50-r16/pneu-19550r16-goodyear-kelly_20250811_151121.csv
goodyear|195/60R15,goodyear,,195/60R15,4,magazineluiza,594.89,676.88,635.885,635.885,594.89,676.88,635.885,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-60-r15/pneu-19560r15-goodyear-kelly_20250811_164142.csv
goodyear|205/40R17,goodyear,,205/40R17,4,pneustore,312.79,439.9,389.78999999999996,403.235,336.25600000000003,432.568,403.235,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-40-r17/pneu-20540r17-goodyear-kelly_20250811_174503.csv
goodyear|205/70R15,goodyear,,205/70R15,18,"magazineluiza,pneustore",779.9,1198.0,923.0022222222223,851.485,789.9,1156.07,895.876,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-70-r15/pneu-20570r15-goodyear-cargo-marathon_20250811_191306.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-70-r15/pneu-20570r15-goodyear-cargo-marathon_20250814_142839.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-70-r15/pneu-20570r15-goodyear-cargo-marathon_20250811_193038.csv"
hankook|175/70R13,hankook,,175/70R13,2,mercadolivre,366.0,419.95,392.975,392.975,371.395,414.555,,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-formula-energy_20250808_113705.csv
kelly|165/70R13|kelly,kelly,kelly,165/70R13,12,mercadolivre,362.88,492.55,445.6858333333334,457.255,386.586,492.456,452.03375000000005,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r13/pneu-165-70-r13-goodyear-kelly-edge_20250808_111435.csv
kelly|175/65R14|kelly,kelly,kelly,175/65R14,9,mercadolivre,359.46,523.14,452.9988888888889,446.23,372.34,523.14,464.69125,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-kelly-edge_20250808_113008.csv
kelly|175/65R15|kelly,kelly,kelly,175/65R15,2,mercadolivre,495.67,517.4,506.53499999999997,506.53499999999997,497.843,515.227,,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r15/pneu-175-65-r15-goodyear-kelly-edge_20250808_113242.csv
kelly|175/70R13|kelly,kelly,kelly,175/70R13,23,mercadolivre,392.84,5020.0,861.0608695652174,470.1,396.638,569.5980000000001,471.0988235294118,"user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250721_164213.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250723_081512.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-kelly-edge_20250808_114553.csv,user/Desktop/Precificação_AI/data/processed/marketplaces.db,user/Desktop/Precificação_AI/data/processed/mercadolivre/pricing_20250722_142324.json"
kelly|175/70R14|kelly,kelly,kelly,175/70R14,7,mercadolivre,490.54,681.8,574.3028571428571,602.29,504.898,634.0939999999999,569.5559999999999,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-kelly-edge-suv_20250808_115748.csv
kelly|185/65R14|kelly,kelly,kelly,185/65R14,5,mercadolivre,439.95,632.07,576.418,589.0,499.57,632.07,610.5350000000001,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r14/pneu-185-65-r14-goodyear-kelly_20250808_121600.csv
kelly|185/70R14|kelly,kelly,kelly,185/70R14,7,mercadolivre,508.13,676.27,596.2414285714286,629.71,510.146,676.27,610.9266666666666,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-70-r14/pneu-185-70-r14-goodyear-kelly_20250808_123527.csv
kelly|195/50R16|kelly,kelly,kelly,195/50R16,3,mercadolivre,583.1,706.65,650.93,663.04,599.088,697.928,663.04,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-50-r16/pneu-195-50-r16-goodyear-kelly_20250808_124707.csv
kelly|195/60R15|kelly,kelly,kelly,195/60R15,7,mercadolivre,547.3,812.6,629.5314285714286,583.1,547.3,750.74,599.02,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-goodyear-kelly_20250808_131352.csv
kelly||kelly edge,kelly,kelly edge,,5,mercadolivre,475.0,605.57,539.9300000000001,545.0,496.632,581.342,539.6933333333333,"user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250721_164213.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250723_081512.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-kelly-edge_20250808_114553.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-kelly-edge-suv_20250808_115748.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-50-r16/pneu-195-50-r16-goodyear-kelly_20250808_124707.csv"
kelly|165/70R13|kelly edge,kelly,kelly edge,165/70R13,14,mercadolivre,345.73,1574.0,512.3378571428572,436.29,386.61,529.1070000000001,427.55454545454546,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r13/pneu-165-70-r13-goodyear-kelly-edge_20250808_111435.csv
kelly|175/65R14|kelly edge,kelly,kelly edge,175/65R14,22,mercadolivre,388.33,538.64,446.64409090909083,446.645,397.728,505.79100000000005,441.8825,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-kelly-edge_20250808_113008.csv
kelly|175/65R15|kelly edge,kelly,kelly edge,175/65R15,13,mercadolivre,529.2,702.99,606.5353846153846,610.21,548.7620000000001,694.25,600.3666666666666,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r15/pneu-175-65-r15-goodyear-kelly-edge_20250808_113242.csv
kelly|175/70R13|kelly edge,kelly,kelly edge,175/70R13,99,mercadolivre,375.25,48734.0,2549.9481818181816,472.0,415.216,4340.000000000001,576.0150632911392,"user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250721_164213.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250723_081512.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-formula-energy_20250808_113705.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-kelly-edge_20250808_114553.csv,user/Desktop/Precificação_AI/data/processed/marketplaces.db,user/Desktop/Precificação_AI/data/processed/mercadolivre/pricing_20250722_142324.json"
kelly|175/70R14|kelly edge,kelly,kelly edge,175/70R14,18,mercadolivre,420.95,636.36,560.7111111111112,573.25,490.669,629.458,565.2685714285714,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-kelly-edge-suv_20250808_115748.csv
kelly|185/65R14|kelly edge,kelly,kelly edge,185/65R14,12,mercadolivre,544.24,664.04,597.3433333333335,610.53,555.4499999999999,623.19,600.5744444444445,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r14/pneu-185-65-r14-goodyear-kelly_20250808_121600.csv
kelly|185/70R14|kelly edge,kelly,kelly edge,185/70R14,15,mercadolivre,516.25,643.99,597.7113333333333,599.0,569.052,624.14,603.9158333333334,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-70-r14/pneu-185-70-r14-goodyear-kelly_20250808_123527.csv
kelly|195/50R16|kelly edge,kelly,kelly edge,195/50R16,15,mercadolivre,540.36,737.8,671.6200000000001,687.07,603.16,722.136,678.4345454545454,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-50-r16/pneu-195-50-r16-goodyear-kelly_20250808_124707.csv
kelly|195/60R15|kelly edge,kelly,kelly edge,195/60R15,24,mercadolivre,561.44,760.94,657.6616666666667,669.06,598.05,718.7189999999999,657.8555555555556,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-goodyear-kelly_20250808_131352.csv
kumho|175/70R13,kumho,,175/70R13,5,mercadolivre,325.83,415.33,386.024,408.94,342.65799999999996,414.046,396.32,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-formula-energy_20250808_113705.csv
michelin,michelin,,,1,mercadolivre,582.0,582.0,582.0,582.0,582.0,582.0,582.0,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-michelin-primacy_20250808_134126.csv
michelin|185-65-r14,michelin,,185-65-r14,1,pneustore,399.9,399.9,399.9,399.9,399.9,399.9,399.9,user/Desktop/Precificação_AI/test_output/test_pneustore_20250808_150234.csv
michelin|185/60R15,michelin,,185/60R15,1,mercadolivre,977.59,977.59,977.59,977.59,977.59,977.59,977.59,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-michelin-primacy-4_20250808_120415.csv
michelin|185/65R14,michelin,,185/65R14,2,"magazineluiza,mercadolivre",399.9,399.9,399.9,399.9,399.9,399.9,399.9,"user/Desktop/Precificação_AI/test_output/test_magalu_20250808_150321.csv,user/Desktop/Precificação_AI/test_output/test_mercadolivre_20250808_150321.csv"
michelin|195/55R16,michelin,,195/55R16,1,mercadolivre,199.99,199.99,199.99,199.99,199.99,199.99,199.99,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r16/pneu-195-55-r16-michelin-primacy_20250808_130324.csv
michelin|205/50R17,michelin,,205/50R17,1,magazineluiza,1609.88,1609.88,1609.88,1609.88,1609.88,1609.88,1609.88,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-50-r17/pneu-20550r17-michelin-primacy_20250808_090715.json
michelin|205/55R16,michelin,,205/55R16,8,"magazineluiza,mercadolivre",349.0,1349.0,1024.97,1230.38,594.0,1318.9,1083.6266666666668,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r16/pneu-20555r16-michelin-primacy_20250808_091835.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-michelin-primacy_20250808_134126.csv"
michelin|205/55R17,michelin,,205/55R17,11,"magazineluiza,mercadolivre",1032.0,1892.0,1531.629090909091,1467.66,1146.0,1770.0,1547.1022222222223,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r17/pneu-20555r17-michelin-primacy_20250808_094011.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r17/pneu-205-55-r17-michelin-primacy_20250808_135201.csv"
michelin|205/60R16,michelin,,205/60R16,1,mercadolivre,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r16/pneu-205-60-r16-michelin-primacy_20250808_140335.csv
michelin|205/65R15,michelin,,205/65R15,10,mercadolivre,870.42,1079.0,931.4709999999999,930.05,870.42,1007.81,915.0788888888887,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-65-r15/pneu-205-65-r15-michelin-ltx-force_20250808_141236.csv
michelin|205/70R15,michelin,,205/70R15,7,mercadolivre,918.87,3514.0,1479.012857142857,1245.0,948.48,2212.600000000001,1184.044,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-70-r15/pneu-205-70-r15-michelin-agilis_20250808_141441.csv
michelin|205/55R17|17 primacy,michelin,17 primacy,205/55R17,1,pneustore,1603.46,1603.46,1603.46,1603.46,1603.46,1603.46,1603.46,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-55-r17/pneu-20555r17-michelin-primacy_20250811_183449.csv
michelin|205/70R15|agilis,michelin,agilis,205/70R15,3,mercadolivre,1117.0,1345.0,1235.6666666666667,1245.0,1142.6,1325.0,1245.0,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-70-r15/pneu-205-70-r15-michelin-agilis_20250811_164610.csv
michelin|185/65R15|energy,michelin,energy,185/65R15,48,mercadolivre,723.64,2761.0,983.4358333333333,822.495,728.37,1090.0000000000027,815.7421052631579,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-michelin-energy_20250811_140435.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-michelin-energy_20250814_151044.csv"
michelin|195/60R15|energy,michelin,energy,195/60R15,4,mercadolivre,807.88,909.02,861.1,863.75,820.774,899.306,863.75,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-michelin-energy-xm2_20250808_131801.csv
michelin|205/60R15|energy,michelin,energy,205/60R15,20,mercadolivre,933.7,1301.0,1116.6545,1105.0,981.423,1260.5,1115.78,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r15/pneu-205-60-r15-michelin-energy_20250811_160927.csv
michelin||energy,michelin,energy,,46,mercadolivre,742.61,805.92,775.6413043478261,805.92,742.61,805.92,775.6413043478261,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-michelin-energy_20250811_140435.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-michelin-energy_20250814_151044.csv"
michelin||energy xm2,michelin,energy xm2,,25,mercadolivre,644.21,805.92,767.0135999999999,742.61,742.61,805.92,775.6413043478261,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-michelin-energy_20250808_122521.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-michelin-energy-xm2_20250808_131801.csv"
michelin|185/65R15|energy xm2,michelin,energy xm2,185/65R15,27,"magazineluiza,mercadolivre",594.92,2761.0,834.2659259259258,769.99,594.92,898.0,760.160769230769,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-185-65-r15-michelin-energy-xm2_20250804_151729.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-michelin-energy_20250807_154925.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-michelin-energy_20250808_152830.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-michelin-energy_20250811_142848.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-michelin-energy_20250814_125728.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-michelin-energy_20250808_122521.csv"
michelin|195/60R15|energy xm2,michelin,energy xm2,195/60R15,141,"magazineluiza,mercadolivre",180.0,955.93,728.5331205673759,721.39,649.0,876.64,730.8163157894735,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-60-r15/pneu-19560r15-michelin-energy-xm2_20250811_165554.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-michelin-energy-xm2_20250808_131801.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-michelin-energy-xm2_20250811_151642.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-michelin-energy-xm2_20250814_161226.csv"
michelin|205/60R15|energy xm2,michelin,energy xm2,205/60R15,49,"magazineluiza,mercadolivre",854.91,1301.0,1000.6793877551022,1000.0,854.91,1185.4,971.3020454545457,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r15/pneu-20560r15-michelin-energy_20250808_094330.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r15/pneu-20560r15-michelin-energy_20250811_183311.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r15/pneu-20560r15-michelin-energy_20250814_140416.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r15/pneu-205-60-r15-michelin-energy_20250808_135304.csv"
michelin|205/65R15|energy xm2,michelin,energy xm2,205/65R15,1,mercadolivre,979.99,979.99,979.99,979.99,979.99,979.99,979.99,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-65-r15/pneu-205-65-r15-michelin-ltx-force_20250808_141236.csv
michelin|205/65R16|energy xm2,michelin,energy xm2,205/65R16,3,magazineluiza,882.49,882.49,882.4900000000001,882.49,882.49,882.49,882.4900000000001,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-65-r16/pneu-20565r16-michelin-agilis_20250811_190941.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-65-r16/pneu-20565r16-michelin-agilis_20250814_142635.csv"
michelin||energy xm2,michelin,energy xm2,,4,mercadolivre,644.21,683.87,664.04,664.04,644.21,683.87,664.04,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-michelin-energy-xm2_20250811_151642.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-michelin-energy-xm2_20250814_161226.csv"
michelin|205/65R15|ltx force,michelin,ltx force,205/65R15,23,"magazineluiza,mercadolivre",769.89,1079.0,881.5152173913043,874.88,799.95,970.0020000000001,870.8988888888889,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-65-r15/pneu-20565r15-michelin-ltx-force_20250811_190144.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-65-r15/pneu-20565r15-michelin-ltx-force_20250814_142111.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-65-r15/pneu-205-65-r15-michelin-ltx-force_20250811_164212.csv"
